-4.75369, -0.0115986, 819.571
9.47925, -0.0275502, 2810.14
-17.4404, -0.075017, 3361.98
-109.222, -0.00680971, 3599.95
-244.603, -0.00876427, 3635.71
-505.614, -0.00931215, 3581.53
-859.615, -0.00793219, 3280.28
-1385.94, -0.0632358, 2724.45
-1779.71, 0.00847673, 2395.53
-2092.13, -0.00690699, 2155.47
-2282.66, -0.000611305, 2010.51
-2558.6, -0.0955057, 1788.58
-2709.05, -0.00191784, 1570.72
-2824.32, -0.00920486, 1397.73
-2963.59, 0.000422478, 1219.13
-3045.77, -0.00709057, 1174.88
-3174.97, -0.0455184, 1159.94
-4324.47, -0.00551605, 1212.19
-5304.32, -0.00273037, 1225.99
-5650.78, -0.12572, 1210.68
-5973.22, -0.0845003, 1049.79
-6223.13, -0.0369916, 757.701
-6719.69, -0.00837708, 171.809
-6981.96, -0.0123973, -217.629
-7265.31, -0.00732803, -346.012
-7888.75, -0.0125837, -380.624
-8416.13, -0.110339, -390.778
-8533.21, 1.35428, -197.848
-9119.31, 0.00211811, 156.452
-9432.47, -0.097106, 401.833
-9926.62, -0.00932264, 559.742
-10534.7, -0.00513458, 576.176
-10892.4, -0.00925398, 314.773
-11200.9, 0.0568218, 154.893
-11601.4, -0.00396585, -114.797
-11858.9, 0.00174713, -457.961
-11863, -0.00815439, -844.385
-11856.9, -0.0278111, -1333.9
-11654.3, -0.00473738, -1811.14
-11536.8, -0.00843811, -2111.03
-11304.6, -0.00628376, -2512.76
-10984.7, -0.00747395, -2684.1
-10532.4, -0.0277047, -2836.55
-9941.86, -0.00652313, -2844.31
-9588.86, -0.0106773, -2638.32
-9132.79, -0.00692368, -2394.35
-9124.85, -0.00667143, -2391.45
-8558.35, -0.00770187, -1725.71
-8458.43, -0.0100093, -1687.36
-8254.66, -0.00422478, -1726.08
-7883.44, -0.0591192, -1705.56
-7588.47, -0.00775576, -1697.29
-7337.19, -0.0167556, -1719.65
-7236.65, -0.00307751, -1827
-7261.74, -0.0631065, -1960.47
-7281.76, -0.0147338, -2434.49
-7336.91, -0.00409412, -3643.33
-7334.46, -0.00553703, -4143.28
-7327.45, -0.0277023, -4732.61
-7316.79, -0.0556421, -5056.52
-7400.27, -0.050158, -5205.59
-7540.64, -0.0122466, -5312.58
-7714.73, -0.0122595, -5393.6
-8813.67, -0.00692034, -5472.04
-9156.95, -0.0245018, -5445.89
-9312.5, -0.0125127, -5414.46
