-3.39462, -1.21944, 695.806
-4.12664, -1.2195, 867.737
-4.33646, -1.21948, 1093.44
-3.80847, -1.21946, 1343.09
-2.7462, -1.50006, 1629.93
-1.5037, -1.50006, 1904.28
-0.22767, -1.50006, 2178.76
1.61581, -1.49996, 2445.59
-2.19296, 29.2896, 2694.44
1.88188, 86.9501, 2914.85
4.56767, 177.68, 3138.19
-1.67172, 295.971, 3357.11
1.51701, 398.499, 3534.77
4.29106, 495.67, 3764.91
5.81233, 524.373, 3949.9
5.13363, 513.858, 4113.92
1.08294, 471.5, 4391.42
-2.06019, 471.5, 4734.8
1.30891, 471.5, 5036.59
4.64974, 471.167, 5346.17
4.20516, 452.539, 5601.81
0.671005, 371.19, 5855.69
4.76398, 236.755, 6073.08
-13.692, 87.0451, 6270.78
-41.0172, 49.2918, 6402.56
-52.38, 13.9724, 6557.64
-43.305, -1.94551, 6731.66
-16.108, -1.94945, 6956.4
-1.46619, -2.00008, 7152.78
9.54876, -2, 7427.46
9.5687, -2.00002, 7774.92
-32.0069, -2.00001, 8114.52
-98.8093, -2.00002, 8316.46
-257.753, -2.00001, 8544.68
-475.486, -2, 8703.52
-726.236, -2, 8773.04
-1007.04, -2, 8766.23
-1235.95, -2, 8703.79
-1465.83, -2, 8555.57
-1632.34, -2.00006, 8345.59
-1740.71, -2.00003, 8098.43
-1782.91, -2, 7852.12
-1792.74, -2.00005, 7626.81
-1786.54, -2.00002, 7370.35
-1765.5, -2.00002, 7118.88
-1743.86, -2.13047, 6907.87
-1755.02, -2.49997, 6696.47
-1819.01, -2.5, 6443.13
-1956, -2.49998, 6245.08
-2165.72, -2.49998, 6095.19
-2396.38, -2.5, 6023.35
-2645.96, -2.50005, 6020.33
-2923.97, -2.50001, 6093.06
-3162.99, -2.49995, 6222.16
-3358.38, -2.5, 6412.69
-3465.73, -2.50002, 6626.51
-3513.33, -2.50002, 6848.63
-3514.63, -2.50002, 7098.09
-3480.5, -2.5, 7463.77
-3458.59, -2.50008, 7680.84
-3445.7, -2.50007, 7912.33
-3444.91, -2.49999, 8294.52
-3446.47, -2.50002, 8367.53
-3450.83, -2.50008, 8563.25
-3454.08, -2.50007, 8704.5
-3455.89, -2.50004, 8791.11
-3457.72, -2.66266, 8884.06
-3459.13, -2.66266, 8970.67
-3460.44, -2.66266, 9069.73
-3461.39, -2.66265, 9162.6
-3462.08, -2.66264, 9255.5
-3462.51, -2.66264, 9348.39
-3462.67, -2.66263, 9422.66
-3462.57, -2.66263, 9515.61
-3462.17, -2.66262, 9596.24
-3461.55, -2.66262, 9676.82
-3460.75, -2.66261, 9776
-3459.96, -2.66261, 9868.94
-3459.12, -2.6626, 9961.86
-3458.36, -2.6626, 10042.4
-3457.49, -2.66259, 10129.1
-3456.49, -2.66259, 10222
-3455.53, -2.66258, 10302.6
-3454.68, -2.66229, 10407.6
-3455.53, -2.6625, 10536.4
-3456.51, -2.66249, 10543.6
-3456.51, -2.66259, 10543.6
-3456.51, -2.66261, 10543.6
-3456.51, -2.66261, 10543.6
-3456.51, -2.66259, 10543.6
-3456.51, -2.66261, 10543.6
-3456.51, -2.66261, 10543.6
-3456.51, -2.66249, 10543.6
