-153.393, -1.21944, 695.126
-154.125, -1.2195, 867.101
-154.335, -1.21948, 1092.87
-153.808, -1.21946, 1342.58
-152.746, -1.50006, 1629.56
-151.503, -1.50006, 1903.96
-150.227, -1.50006, 2178.51
-148.375, -1.49996, 2447.27
-148.401, 29.2896, 2694.46
-137.072, 86.9501, 2912.41
-134.385, 177.68, 3135.81
-131.526, 295.971, 3354.61
-128.655, 398.499, 3531.51
-127.168, 495.67, 3730.52
-131.865, 524.373, 3934.75
-133.552, 513.858, 4140.22
-148.844, 471.5, 4386.72
-151.988, 471.5, 4730.15
-148.621, 471.5, 5032.01
-145.35, 471.167, 5346.5
-145.118, 452.539, 5613.18
-148.058, 371.19, 5853.81
-132.996, 236.755, 6019.51
-119.832, 87.0451, 6173.96
-183.4, 49.2918, 6368.28
-196.813, 13.9724, 6581.23
-188.836, -1.94551, 6768
-165.173, -1.94945, 6973.13
-151.08, -2.00008, 7163.54
-140.056, -2, 7438.34
-140.077, -2.00002, 7785.22
-173.668, -2.00001, 8065.2
-201.343, -2.00002, 8206.97
-318.476, -2.00001, 8407.52
-481.163, -2, 8553.62
-704.522, -2, 8624.62
-946.94, -2, 8628.79
-1145.01, -2, 8584.51
-1337.66, -2, 8477.64
-1485.63, -2.00006, 8314.32
-1592.19, -2.00003, 8077.38
-1639.44, -2, 7895.89
-1643, -2.00005, 7618.05
-1636.55, -2.00002, 7368.55
-1615.62, -2.00002, 7124.76
-1595.16, -2.13047, 6888.16
-1614.8, -2.49997, 6643.19
-1717.87, -2.5, 6332.36
-1889.72, -2.49998, 6110.52
-2159.63, -2.49998, 5945.31
-2398.71, -2.5, 5873.37
-2721.87, -2.50005, 5890.95
-2999.88, -2.50001, 5963.69
-3288.84, -2.49995, 6140.54
-3497.53, -2.5, 6356.66
-3615.33, -2.50002, 6637.53
-3662.89, -2.50002, 6860.16
-3658.6, -2.50002, 7140.17
-3626.17, -2.5, 7499.55
-3608.04, -2.50008, 7693.68
-3595.19, -2.50007, 7924.73
-3594.58, -2.49999, 8304.38
-3596.15, -2.50002, 8377.4
-3600.5, -2.50008, 8573.21
-3603.75, -2.50007, 8714.52
-3605.55, -2.50004, 8801.15
-3607.43, -2.66266, 8893.36
-3608.84, -2.66266, 8980
-3610.15, -2.66266, 9079.11
-3611.1, -2.66265, 9172.01
-3611.79, -2.66264, 9264.94
-3612.21, -2.66264, 9357.87
-3612.36, -2.66263, 9432.17
-3612.27, -2.66263, 9525.16
-3611.86, -2.66262, 9605.81
-3611.24, -2.66262, 9686.43
-3610.44, -2.66261, 9785.64
-3609.64, -2.66261, 9878.62
-3608.81, -2.6626, 9971.57
-3608.04, -2.6626, 10052.1
-3607.17, -2.66259, 10138.8
-3606.16, -2.66259, 10231.8
-3605.21, -2.66258, 10312.4
-3604.36, -2.66229, 10417.5
-3605.2, -2.6625, 10546.3
-3605.94, -2.66249, 10556.7
-3605.94, -2.66259, 10556.7
-3605.94, -2.66261, 10556.7
-3605.94, -2.66261, 10556.7
-3605.94, -2.66259, 10556.7
-3605.94, -2.66261, 10556.7
-3605.94, -2.66261, 10556.7
-3605.94, -2.66249, 10556.7
