-155.999, -1.21952, 609.867
-154.643, -1.2195, 853.365
-151.348, -1.50006, 2011.86
-145.828, -1.49996, 2447.23
-145.138, 13.2702, 2624.01
-136.3, 53.9543, 2799.65
-139.137, 122.197, 2997.61
-130.214, 205.419, 3194.58
-132.192, 305.684, 3373.57
-145.339, 419.777, 3648.18
-150.295, 471.613, 3928.19
-145.348, 471.5, 4300.53
-148.553, 471.5, 4525.58
-146.991, 471.5, 4799.99
-146.792, 471.5, 4980.03
-142.184, 471.167, 5358.62
-129.822, 389.389, 5650.15
-147.286, 134.263, 6154.38
-150.398, 44.963, 6416.54
-151.119, -1.9456, 6864.41
-144.673, -2.00002, 7816.34
-198.034, -2.00001, 8106.82
-315.29, -2.00002, 8332.96
-563.688, -2.00004, 8524.57
-865.316, -2.00001, 8594.22
-1172.59, -2.00006, 8530.45
-1369.83, -2.00003, 8381.01
-1572.75, -1.99998, 7894.93
-1597.61, -2.00006, 6879.62
-1770.26, -2.49983, 6359.91
-2137.64, -2.50003, 6044.54
-2641.17, -2.50002, 5946.47
-3218.3, -2.50002, 6160.04
-3518.32, -2.50001, 6537.93
-3610.63, -2.50006, 7016.72
-3606.91, -2.50006, 7543.47
-3604.18, -2.49996, 8301.5
-3605.74, -2.50002, 8788.98
-3607.77, -2.66261, 9707.67
-3602.4, -2.66227, 10422.3
-3618.74, -2.66255, 10759
-3616.12, -2.66251, 11377.8
-3608.3, -2.66248, 11890.8
-3611.63, -2.65006, 12605.3
-3599.46, -2.65001, 13325.2
-3731.66, -2.65001, 13713.2
-3913.92, -2.65001, 14044.2
-4021.06, -2.65004, 14386.3
-4018.2, -2.6499, 14745.8
-3826.63, -2.64996, 15123.7
-3484.01, -2.64991, 15516.6
-2970.8, -2.64997, 15944.5
-2442.94, -2.64996, 16217.3
-1970.72, -2.65006, 16252.4
-150.274, -2.58625, 16194.1
429.445, -2.54006, 16016.7
742.611, -2.54007, 15806.3
1059.82, -2.53996, 15462.7
1202.23, -2.54009, 15083.8
1236.57, -2.56734, 14758.2
1209.62, -2.65, 13939.5
1231.04, -2.64992, 12614.7
1277.82, -2.64989, 12382.1
1522.31, -2.64996, 12311.2
2027.94, -2.64999, 12439.4
2285.05, -2.64996, 12409.7
2494.67, -2.65003, 12139.3
2539.39, -2.64998, 11680.6
2542.98, -2.65004, 11331.6
2622.99, -2.65007, 11153
3025.56, -2.64995, 11150.8
3400.55, -2.65, 11155.1
3623.24, -2.64998, 11084.2
3776.82, -2.65003, 10769.1
3786.47, -2.65006, 10495.7
3798.96, -2.65, 10072.5
3838.62, -2.65007, 9873.51
4015.97, -2.65002, 9756.69
4340.27, -2.65007, 9713.53
4726.92, -2.64996, 9715.02
4989.91, -2.6499, 9688.07
5091.47, -2.64996, 9560.81
5120.26, -2.64998, 9273.61
5123.03, -2.64971, 8878.71
5130.45, -2.65006, 8246.34
5132.5, -2.5671, 6980.14
5118.27, -2.36338, 5924.42
5112.02, -2.57107, 5562.47
